"index","brand","model","mileage","year","fuel_type","ownerCount","accidentCount","transmission","city","state","body_style","engine","drive_train","price"
1126,"Ford","Focus",55963,2017,"Gas",1,0,"Automatic","Carlstadt","NJ","Sedan","2.0L Inline-4 Gas Turbocharged","FWD",12542
1127,"Tesla","Model 3",973,2021,"Electric",1,0,"Automatic","Middle Village","NY","Sedan","L - Electric","RWD",47495
1128,"Bentley","Continental GT",30751,2016,"Gas",1,2,"Automatic","New York","NY","Coupe","6.0L W-12 Gas Turbocharged","AWD",125995
1129,"BMW","X6",43131,2018,"Gas",2,0,"Automatic","Jersey City","NJ","SUV","3.0L Inline-6 Gas Turbocharged","AWD",49995
1130,"Chevrolet","Equinox",29626,2018,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD",23206
1131,"Honda","Odyssey",99654,2014,"Gas",1,0,"Automatic","Brooklyn","NY","Minivan","3.5L V-6 Gas","FWD",14995
1132,"Jeep","Grand Cherokee",77170,2018,"Gas",1,0,"Automatic","Paterson","NJ","SUV","3.6L V-6 Gas","4WD",25995
1133,"Chrysler","Pacifica",32652,2018,"Gas",1,1,"Automatic","Brooklyn","NY","Minivan","3.6L V-6 Gas","FWD",27995
1134,"Toyota","Tacoma",47054,2019,"Gas",1,0,"Manual","Valley Stream","NY","Pickup Truck","3.5L V-6 Gas","4WD",34488
1135,"Toyota","Corolla",33285,2020,"Gas",1,1,"Automatic","Inwood","NY","Sedan","1.8L Inline-4 Gas","FWD",17999
1136,"Subaru","Crosstrek",33726,2019,"Gas",2,0,"Automatic","Bloomfield","NJ","SUV","2.0L Flat-4 Gas","AWD",28500
1137,"Hyundai","Elantra",14900,2020,"Gas",1,1,"Automatic","Middle Village","NY","Sedan","2.0L Inline-4 Gas","FWD",19995
1138,"BMW","3 Series",44447,2018,"Gas",1,0,"Automatic","Brooklyn","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD",28828
1139,"Nissan","Pathfinder",90878,2019,"Gas",1,0,"Automatic","Newark","NJ","SUV","3.5L V-6 Gas","4WD",21900
1140,"Honda","Accord",25045,2019,"Gas",2,0,"Automatic","Langhorne","PA","Sedan","1.5L Inline-4 Gas Turbocharged","FWD",27998
1141,"Nissan","Murano",46548,2016,"Gas",1,0,"Automatic","Long Island City","NY","SUV","3.5L V-6 Gas","AWD",23481
1142,"Lexus","LS",51529,2018,"Gas",1,0,"Automatic","New York","NY","Sedan","3.5L V-6 Gas Turbocharged","AWD",52069
1143,"Volvo","XC90",15757,2020,"Gas",1,0,"Automatic","New York","NY","SUV","2.0L Inline-4 Gas Supercharged and Turbocharged","AWD",61993
1144,"Honda","CR-V",11603,2020,"Gas",1,0,"Automatic","Forest Hills","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD",32598
1145,"Mercedes-Benz","GLS",5166,2021,"Gas",1,0,"Automatic","New York","NY","SUV","3.0L V-6 Gas Turbocharged","AWD",83840
1146,"Nissan","Rogue",179403,2012,"Gas",3,0,"Automatic","Ridgewood","NY","SUV","2.5L Inline-4 Gas","AWD",4995
1147,"INFINITI","QX50",28300,2019,"Gas",2,0,"Automatic","East Hanover","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD",32590
1148,"INFINITI","QX56",129625,2006,"Gas",3,2,"Automatic","Brooklyn","NY","SUV","5.6L V-8 Gas","4WD",7950
1149,"BMW","X2",17336,2018,"Gas",1,0,"Automatic","Valley Stream","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",24495
1150,"Mitsubishi","Eclipse Cross",41889,2020,"Gas",1,0,"Automatic","Jersey City","NJ","SUV","1.5L Inline-4 Gas Turbocharged","FWD",17997
1151,"Dodge","Durango",41641,2019,"Gas",2,0,"Automatic","Brooklyn","NY","SUV","3.6L V-6 Gas","AWD",35799
1152,"Lexus","RX",37705,2018,"Gas",1,0,"Automatic","Englewood","NJ","SUV","3.5L V-6 Gas","AWD",35694
1153,"BMW","X2",14755,2019,"Gas",1,0,"Automatic","Woodside","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",33995
1154,"Lexus","RX",31452,2018,"Gas",1,1,"Automatic","Englewood","NJ","SUV","3.5L V-6 Gas","AWD",36882
1155,"Jeep","Compass",32214,2018,"Gas",1,0,"Automatic","Great Neck","NY","SUV","2.4L Inline-4 Gas","4WD",20890
1156,"INFINITI","Q50",137415,2017,"Gas",2,0,"Automatic","Brooklyn","NY","Sedan","3.0L V-6 Gas Turbocharged","AWD",15999
1157,"Nissan","Rogue",34914,2018,"Gas",1,0,"Automatic","Elmont","NY","SUV","2.5L Inline-4 Gas","AWD",17995
1158,"Ford","F-150",54505,2018,"Gas",2,1,"Automatic","Summit","NJ","Pickup Truck","3.3L V-6 Gas","4WD",36589
1159,"Mazda","B-Series Truck",94380,1998,"Gas",7,1,"Automatic","Garfield","NJ","Pickup Truck","3.0L V-6 Gas","4WD",9999
1160,"INFINITI","Q50",22848,2019,"Gas",1,0,"Automatic","Hasbrouck Heights","NJ","Sedan","3.0L V-6 Gas Turbocharged","AWD",36855
1161,"Polestar","2",187,2021,"Electric",1,0,"Automatic","New York","NY","Sedan","L - Electric","AWD",62700
1162,"Ford","Escape",44037,2017,"Gas",3,1,"Automatic","Vauxhall","NJ","SUV","1.5L Inline-4 Gas Turbocharged","4WD",19998
1163,"Honda","Accord",55685,2018,"Gas",2,3,"Automatic","Jersey City","NJ","Sedan","1.5L Inline-4 Gas Turbocharged","FWD",24228
1164,"Mercedes-Benz","GLB",12421,2021,"Gas",1,0,"Automatic","Forest Hills","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",45450
1165,"Hyundai","Santa Fe",36717,2003,"Gas",2,0,"Automatic","Belleville","NJ","SUV","2.7L V-6 Gas","4WD",7495
1166,"Honda","CR-V",25634,2019,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD",29795
1167,"Toyota","Highlander",74959,2017,"Gas",2,0,"Automatic","Brooklyn","NY","SUV","3.5L V-6 Gas","AWD",30998
1168,"Nissan","Altima",60674,2019,"Gas",1,0,"Automatic","Jamaica","NY","Sedan","2.5L Inline-4 Gas","FWD",19490
1169,"Ford","Econoline Cargo Van",123184,2010,"Gas",2,0,"Automatic","Garfield","NJ","Cargo Van","5.4L V-8 Gas","RWD",11899
1170,"INFINITI","QX60",35638,2018,"Gas",1,0,"Automatic","Great Neck","NY","SUV","3.5L V-6 Gas","AWD",27995
1171,"Honda","Civic",37446,2018,"Gas",3,0,"Automatic","Great Neck","NY","Sedan","2.0L Inline-4 Gas","FWD",18495
1172,"Jeep","Renegade",120481,2015,"Gas",1,0,"Automatic","Ridgewood","NY","SUV","2.4L Inline-4 Gas Turbocharged","FWD",10995
1173,"Toyota","Camry",21358,2019,"Gas",1,0,"Automatic","Brooklyn","NY","Sedan","2.5L Inline-4 Gas","FWD",27995
1174,"Toyota","RAV4",21423,2018,"Gas",2,1,"Automatic","Jamaica","NY","SUV","2.5L Inline-4 Gas","AWD",30851
1175,"Toyota","RAV4",17505,2018,"Gas",1,0,"Automatic","Bronx","NY","SUV","2.5L Inline-4 Gas","AWD",27072
1176,"Mercedes-Benz","GLS",45175,2018,"Gas",1,0,"Automatic","Englewood","NJ","SUV","3.0L V-6 Gas Turbocharged","AWD",53762
1177,"Nissan","Rogue",7725,2018,"Gas",2,1,"Automatic","Brooklyn","NY","SUV","2.5L Inline-4 Gas","AWD",21900
1178,"BMW","X3",18920,2018,"Gas",1,1,"Automatic","Woodside","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",33995
1179,"Kia","Rio",23093,2020,"Gas",1,0,"Automatic","Carlstadt","NJ","Sedan","1.6L Inline-4 Gas","FWD",18542
1180,"Mercedes-Benz","GLE",40538,2020,"Hybrid",1,0,"Automatic","Englewood","NJ","SUV","3.0L Inline-6 Hybrid Turbocharged","AWD",62525
1181,"Jeep","Cherokee",14224,2019,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","3.2L V-6 Gas","4WD",30995
1182,"Hyundai","Sonata",127955,2015,"Gas",2,1,"Automatic","Bronx","NY","Sedan","2.4L Inline-4 Gas","FWD",9400
1183,"Jeep","Wrangler",31968,2018,"Gas",1,1,"Automatic","Bayonne","NJ","SUV","3.6L V-6 Gas","4WD",39995
1184,"Lincoln","Navigator",31809,2020,"Gas",1,0,"Automatic","Englewood","NJ","SUV","3.5L V-6 Gas Turbocharged","4WD",69990
1185,"Volvo","XC60",24601,2019,"Gas",1,0,"Automatic","New York","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",40223
1186,"Volkswagen","Jetta",14036,2019,"Gas",1,0,"Automatic","Woodside","NY","Sedan","1.4L Inline-4 Gas Turbocharged","FWD",19995
1187,"Mercedes-Benz","Sprinter Cargo Van",68991,2016,"Diesel",1,0,"Automatic","Teterboro","NJ","Cargo Van","2.1L Inline-4 Diesel Turbocharged","RWD",39999
1188,"Honda","Odyssey",103404,2015,"Gas",2,0,"Automatic","Brooklyn","NY","Minivan","3.5L V-6 Gas","FWD",18995
1189,"Nissan","Rogue",22638,2019,"Gas",1,2,"Automatic","Hackensack","NJ","SUV","2.5L Inline-4 Gas","AWD",22295
1190,"Chevrolet","Equinox",54920,2018,"Gas",1,0,"Automatic","Morristown","NJ","SUV","1.5L Inline-4 Gas Turbocharged","AWD",18997
1191,"Mercedes-Benz","E-Class",29408,2019,"Gas",1,0,"Automatic","New York","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD",49901
1192,"Mercedes-Benz","GLE",53961,2020,"Gas",1,0,"Automatic","New York","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",54901
1193,"Ford","Escape",135538,2014,"Gas",3,0,"Automatic","Garfield","NJ","SUV","1.6L Inline-4 Gas Turbocharged","4WD",10999
1194,"Porsche","Macan",11630,2021,"Gas",1,0,"Automatic","New York","NY","SUV","3.0L V-6 Gas Turbocharged","AWD",72995
1195,"Honda","CR-V",66138,2018,"Gas",1,0,"Automatic","Great Neck","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD",22695
1196,"Nissan","Kicks",14577,2018,"Gas",1,1,"Automatic","Jackson Heights","NY","SUV","1.6L Inline-4 Gas Turbocharged","FWD",20998
1197,"Ford","F-150",73878,2019,"Gas",1,0,"Automatic","Freeport","NY","Pickup Truck","2.7L V-6 Gas Turbocharged","4WD",30990
1198,"Nissan","Rogue Sport",50444,2020,"Gas",1,0,"Automatic","Great Neck","NY","SUV","2.0L Inline-4 Gas","FWD",16995
1199,"Toyota","RAV4",26500,2018,"Gas",1,0,"Automatic","Jamaica","NY","SUV","2.5L Inline-4 Gas","AWD",25999
1200,"Chrysler","200",40150,2015,"Gas",2,1,"Automatic","Jersey City","NJ","Sedan","2.4L Inline-4 Gas","FWD",15998
1201,"Toyota","RAV4",25961,2019,"Gas",2,0,"Automatic","North Plainfield","NJ","SUV","2.5L Inline-4 Gas","AWD",29950
1202,"Porsche","Panamera",22168,2018,"Plug-In Hybrid",3,0,"Automatic","New York","NY","Hatchback","2.9L V-6 Plug-In Hybrid Turbocharged","AWD",85995
1203,"Ford","Escape",92662,2017,"Gas",2,0,"Automatic","Jamaica","NY","SUV","2.5L Inline-4 Gas","FWD",12777
1204,"Ford","Explorer",34750,2018,"Gas",1,0,"Automatic","Hackensack","NJ","SUV","3.5L V-6 Gas Turbocharged","4WD",35895
1205,"Mercedes-Benz","C-Class",28156,2019,"Gas",1,0,"Automatic","Hillside","NJ","Sedan","2.0L Inline-4 Gas Turbocharged","AWD",32444
1206,"Kia","Soul",110599,2016,"Gas",1,0,"Manual","Newark","NJ","Hatchback","1.6L Inline-4 Gas","FWD",8900
1207,"Ford","F-150",109413,2017,"Gas",2,1,"Automatic","Queens","NY","Pickup Truck","5.0L V-8 Gas","4WD",27889
1208,"Ram","1500 Classic",23546,2019,"Gas",1,1,"Automatic","Great Neck","NY","Pickup Truck","3.6L V-6 Gas","RWD",24995
1209,"Nissan","Altima",60545,2019,"Gas",1,0,"Automatic","Jamaica","NY","Sedan","2.5L Inline-4 Gas","FWD",19490
1210,"Subaru","Crosstrek",26582,2019,"Gas",1,0,"Automatic","Bloomfield","NJ","SUV","2.0L Flat-4 Gas","AWD",26500
1211,"Toyota","RAV4",89356,2015,"Gas",2,0,"Automatic","Union City","NJ","SUV","2.5L Inline-4 Gas","AWD",20995
1212,"Ford","Edge",96423,2013,"Gas",1,0,"Automatic","Union City","NJ","SUV","3.5L V-6 Gas","AWD",14995
1213,"Lexus","RX",52512,2017,"Gas",1,0,"Automatic","Englewood","NJ","SUV","3.5L V-6 Gas","AWD",33925
1214,"Ford","F-150",15241,2018,"Gas",1,0,"Automatic","Hackensack","NJ","Pickup Truck","5.0L V-8 Gas","4WD",39995
1215,"Jeep","Wrangler",6340,2018,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","2.0L V-4 Gas Turbocharged","4WD",43995
1216,"BMW","3 Series",41100,2018,"Gas",1,0,"Automatic","Great Neck","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD",29995
1217,"Ford","Escape",16387,2019,"Gas",1,0,"Automatic","Hackensack","NJ","SUV","1.5L Inline-4 Gas Turbocharged","4WD",26995
1218,"Nissan","Altima",106195,2012,"Gas",5,1,"Automatic","Brooklyn","NY","Sedan","2.5L Inline-4 Gas","FWD",3995
1219,"Nissan","Rogue",11384,2019,"Gas",1,0,"Automatic","Bloomfield","NJ","SUV","2.5L Inline-4 Gas","AWD",26995
1220,"BMW","3 Series",114421,2013,"Gas",2,0,"Automatic","Hasbrouck Heights","NJ","Sedan","3.0L Inline-6 Gas Turbocharged","RWD",16490
1221,"Subaru","Ascent",40713,2019,"Gas",1,1,"Automatic","Bloomfield","NJ","SUV","2.4L Flat-4 Gas Turbocharged","AWD",36000
1222,"Honda","CR-V",33520,2019,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","2.4L Inline-4 Gas","AWD",24917
1223,"Land Rover","Range Rover Sport",75302,2014,"Gas",1,1,"Automatic","Union City","NJ","SUV","3.0L V-6 Gas Supercharged","4WD",32995
1224,"Chrysler","200",155199,2015,"Gas",2,0,"Automatic","Brooklyn","NY","Sedan","3.6L V-6 Gas","AWD",9995
1225,"Nissan","Rogue Sport",27288,2018,"Gas",2,0,"Automatic","Brooklyn","NY","SUV","2.0L Inline-4 Gas","AWD",24358
1226,"Chevrolet","Trax",97010,2015,"Gas",1,0,"Automatic","Union City","NJ","SUV","1.4L Inline-4 Gas Turbocharged","FWD",12499
1227,"Jeep","Grand Cherokee",45158,2018,"Gas",2,0,"Automatic","Jamaica","NY","SUV","3.6L V-6 Gas","4WD",28995
1228,"Kia","Optima",29800,2019,"Gas",1,0,"Automatic","Jamaica","NY","Sedan","2.4L Inline-4 Gas","FWD",17495
1229,"Jeep","Grand Cherokee",25899,2019,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","3.6L V-6 Gas","4WD",35995
1230,"Nissan","Rogue",27129,2019,"Gas",1,1,"Automatic","Hackensack","NJ","SUV","2.5L Inline-4 Gas","AWD",23895
1231,"Volvo","XC90",9994,2021,"Gas",1,0,"Automatic","New York","NY","SUV","2.0L Inline-4 Gas Supercharged and Turbocharged","AWD",65233
1232,"Volkswagen","Tiguan",26024,2019,"Gas",1,0,"Automatic","Woodside","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",23995
1233,"Ford","Escape",137312,2015,"Gas",2,0,"Automatic","Brooklyn","NY","SUV","1.6L Inline-4 Gas Turbocharged","4WD",11699
1234,"Ford","EcoSport",5985,2021,"Gas",1,0,"Automatic","Woodside","NY","SUV","2.0L Inline-4 Gas","4WD",27745
1235,"Lexus","IS",12117,2017,"Gas",3,0,"Automatic","Brooklyn","NY","Sedan","3.5L V-6 Gas","AWD",30424
1236,"Jeep","Grand Cherokee",53841,2014,"Gas",1,0,"Automatic","Long Island City","NY","SUV","5.7L V-8 Gas","4WD",25981
1237,"Mazda","CX-3",7915,2021,"Gas",1,0,"Automatic","Woodside","NY","SUV","2.0L Inline-4 Gas","AWD",22588
1238,"Volvo","XC60",17220,2019,"Gas",1,0,"Automatic","New York","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",40794
1239,"Mercedes-Benz","C-Class",32011,2018,"Gas",1,0,"Automatic","Elmont","NY","Sedan","2.0L Inline-4 Gas Turbocharged","AWD",26495
1240,"Mercedes-Benz","GLE",16784,2020,"Gas",1,0,"Automatic","Englewood","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD",59559
1241,"Audi","Q7",45242,2018,"Gas",1,0,"Automatic","Secaucus","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD",40886
1242,"Nissan","Altima",2423,2020,"Gas",1,0,"Automatic","Jackson Heights","NY","Sedan","2.5L Inline-4 Gas","AWD",30998
1243,"Hyundai","Elantra",39625,2013,"Gas",2,0,"Automatic","Garfield","NJ","Sedan","1.8L Inline-4 Gas","FWD",12399
1244,"Nissan","Rogue",154314,2016,"Gas",3,0,"Automatic","Lyndhurst","NJ","SUV","2.5L Inline-4 Gas","FWD",10995
1245,"Jeep","Grand Cherokee",157667,2014,"Gas",2,0,"Automatic","Ridgewood","NY","SUV","3.6L V-6 Gas","4WD",13995
1246,"Toyota","Highlander",92201,2012,"Gas",4,1,"Automatic","Union City","NJ","SUV","3.5L V-6 Gas","4WD",19745
1247,"Chevrolet","Spark",29761,2020,"Gas",1,0,"Automatic","Carlstadt","NJ","Hatchback","1.4L Inline-4 Gas","FWD",15942
1248,"Jeep","Grand Cherokee",45952,2019,"Gas",1,0,"Automatic","Farmingdale","NY","SUV","3.6L V-6 Gas","4WD",27300
1249,"Mercedes-Benz","CLA",2677,2022,"Gas",1,0,"Automatic","Englewood","NJ","Sedan","2.0L Inline-4 Gas Turbocharged","AWD",44565
1250,"Ford","Explorer",38220,2018,"Gas",1,0,"Automatic","Paramus","NJ","SUV","3.5L V-6 Gas","4WD",29995
1251,"Honda","Odyssey",114173,2010,"Gas",2,0,"Automatic","Ridgewood","NY","Minivan","3.5L V-6 Gas","FWD",9955
1252,"Honda","CR-V",34952,2018,"Gas",1,1,"Automatic","Brooklyn","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD",25947
1253,"Jeep","Grand Cherokee",33480,2018,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","3.6L V-6 Gas","4WD",34986
1254,"Lexus","RX",40136,2018,"Gas",1,1,"Automatic","Englewood","NJ","SUV","3.5L V-6 Gas","AWD",35478
1255,"INFINITI","QX60",51797,2018,"Gas",1,1,"Automatic","Great Neck","NY","SUV","3.5L V-6 Gas","AWD",26995
1256,"Jeep","Grand Cherokee",32361,2019,"Gas",1,0,"Automatic","Jamaica","NY","SUV","3.6L V-6 Gas","4WD",37777
1257,"Chrysler","Town & Country",61566,2015,"Gas",2,0,"Automatic","Carlstadt","NJ","Minivan","3.6L V-6 Gas","FWD",18942
1258,"Mazda","CX-5",31035,2019,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","2.5L Inline-4 Gas","AWD",26995
1259,"INFINITI","QX80",49677,2017,"Gas",3,0,"Automatic","Long Island City","NY","SUV","5.6L V-8 Gas","RWD",37995
1260,"Rolls-Royce","Dawn",1210,2020,"Gas",1,0,"Automatic","New York","NY","Convertible","6.6L V-12 Gas Turbocharged","RWD",442500
1261,"Ford","Explorer",52034,2018,"Gas",1,0,"Automatic","Hackensack","NJ","SUV","3.5L V-6 Gas","4WD",29995
1262,"Hyundai","Santa Fe Sport",58039,2018,"Gas",1,0,"Automatic","Newark","NJ","SUV","2.4L Inline-4 Gas","AWD",19995
1263,"Kia","Sorento",44803,2020,"Gas",1,0,"Automatic","New York","NY","SUV","3.3L V-6 Gas","FWD",23497
1264,"BMW","7 Series",94171,2017,"Gas",2,0,"Automatic","Hillside","NJ","Sedan","4.4L V-8 Gas Turbocharged","AWD",37777
1265,"Honda","CR-V",9403,2020,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","1.5L Inline-4 Gas Turbocharged","AWD",32927
1266,"Ford","Fusion",78909,2014,"Gas",3,2,"Automatic","Ridgewood","NY","Sedan","1.5L Inline-4 Gas Turbocharged","FWD",11995
1267,"Ford","Ranger",44159,2020,"Gas",1,0,"Automatic","Jersey City","NJ","Pickup Truck","2.3L Inline-4 Gas Turbocharged","4WD",33497
1268,"Lexus","ES",24997,2018,"Gas",1,0,"Automatic","Englewood","NJ","Sedan","3.5L V-6 Gas","FWD",29562
1269,"Hyundai","Elantra",44290,2018,"Gas",2,1,"Automatic","Hillside","NJ","Sedan","2.0L Inline-4 Gas","FWD",14900
1270,"Jeep","Compass",26743,2018,"Gas",1,0,"Automatic","Great Neck","NY","SUV","2.4L Inline-4 Gas","4WD",22800
1271,"Volkswagen","Passat",101912,2014,"Gas",1,0,"Automatic","Garfield","NJ","Sedan","2.5L Inline-5 Gas","FWD",8399
1272,"Nissan","Sentra",12763,2019,"Gas",1,0,"Automatic","Freeport","NY","Sedan","1.8L Inline-4 Gas","FWD",15990
1273,"Nissan","Rogue",35743,2019,"Gas",1,0,"Automatic","Bloomfield","NJ","SUV","2.5L Inline-4 Gas","AWD",28600
1274,"Honda","Ridgeline",168177,2008,"Gas",4,0,"Automatic","Garfield","NJ","Pickup Truck","3.5L V-6 Gas","4WD",7199
1275,"Subaru","Crosstrek",34830,2018,"Gas",1,1,"Automatic","Carlstadt","NJ","SUV","2.0L Flat-4 Gas","AWD",26942
1276,"Nissan","Maxima",83116,2016,"Gas",2,1,"Automatic","Newark","NJ","Sedan","3.5L V-6 Gas","FWD",17995
1277,"Honda","Accord",46873,2018,"Gas",1,0,"Automatic","Jamaica","NY","Sedan","1.5L Inline-4 Gas Turbocharged","FWD",20899
1278,"Hyundai","Tucson",7176,2019,"Gas",1,0,"Automatic","Long Island City","NY","SUV","2.0L Inline-4 Gas","AWD",24497
1279,"Toyota","Corolla",120757,2010,"Gas",2,0,"Automatic","Teterboro","NJ","Sedan","1.8L Inline-4 Gas","FWD",6899
1280,"Ford","Explorer",27199,2019,"Gas",1,0,"Automatic","Vauxhall","NJ","SUV","3.5L V-6 Gas","4WD",33482
1281,"INFINITI","QX50",28019,2019,"Gas",1,0,"Automatic","Ramsey","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD",32533
1282,"Nissan","Rogue",11865,2019,"Gas",1,0,"Automatic","Bronx","NY","SUV","2.5L Inline-4 Gas","AWD",24888
1283,"Ford","Econoline Cargo Van",214312,2008,"Gas",4,5,"Automatic","Brooklyn","NY","Cargo Van","4.6L V-8 Gas","RWD",2499
1284,"Volvo","XC90",10986,2019,"Gas",1,0,"Automatic","New York","NY","SUV","2.0L Inline-4 Gas Supercharged and Turbocharged","AWD",50994
1285,"Toyota","Corolla",49862,2016,"Gas",1,0,"Automatic","Union City","NJ","Sedan","1.8L Inline-4 Gas","FWD",15995
1286,"BMW","X1",21105,2018,"Gas",1,0,"Automatic","Jamaica","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",28678
1287,"Jeep","Cherokee",37515,2019,"Gas",1,0,"Automatic","Ramsey","NJ","SUV","3.2L V-6 Gas","4WD",26995
1288,"Ram","1500",56591,2019,"Gas",1,0,"Automatic","Freeport","NY","Pickup Truck","3.6L V-6 Gas","4WD",29990
1289,"Nissan","Rogue",7641,2019,"Gas",1,0,"Automatic","Bloomfield","NJ","SUV","2.5L Inline-4 Gas","AWD",23995
1290,"Lexus","IS",45166,2016,"Gas",2,0,"Automatic","Hasbrouck Heights","NJ","Sedan","3.5L V-6 Gas","AWD",25990
1291,"Nissan","Rogue",36453,2018,"Gas",1,1,"Automatic","Hackensack","NJ","SUV","2.5L Inline-4 Gas","AWD",23895
1292,"Mercedes-Benz","G-Class",9316,2020,"Gas",2,0,"Automatic","New York","NY","SUV","4.0L V-8 Gas Turbocharged","AWD",225906
1293,"Chevrolet","Equinox",91971,2014,"Gas",1,0,"Automatic","Newark","NJ","SUV","2.4L Inline-4 Gas","FWD",10900
1294,"Audi","Q5",34639,2019,"Gas",1,0,"Automatic","Secaucus","NJ","SUV","2.0L Inline-4 Gas Turbocharged","AWD",41686
1295,"Dodge","Challenger",45178,2019,"Gas",2,0,"Automatic","Newark","NJ","Coupe","3.6L V-6 Gas","RWD",22995
1296,"Ford","Transit Connect Van",177304,2013,"Gas",3,1,"Automatic","Garfield","NJ","Cargo Van","2.0L Inline-4 Gas","FWD",7999
1297,"Audi","A5",72693,2014,"Gas",2,0,"Automatic","Hasbrouck Heights","NJ","Convertible","2.0L Inline-4 Gas Turbocharged","AWD",20945
1298,"Honda","CR-V",13259,2017,"Gas",2,0,"Automatic","Hasbrouck Heights","NJ","SUV","1.5L Inline-4 Gas Turbocharged","AWD",27995
1299,"Mazda","Mazda3",168238,2010,"Gas",2,3,"Automatic","Paramus","NJ","Sedan","2.0L Inline-4 Gas","FWD",3995
1300,"Volkswagen","Tiguan",71700,2018,"Gas",1,0,"Automatic","Woodside","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",25995
1301,"Honda","Accord",92996,2012,"Gas",2,1,"Automatic","Union City","NJ","Coupe","3.5L V-6 Gas","FWD",10495
1302,"GMC","Terrain",87106,2015,"Gas",3,0,"Automatic","Ridgewood","NY","SUV","2.4L Inline-4 Gas","FWD",14995
1303,"Toyota","RAV4",37634,2019,"Gas",1,0,"Automatic","Great Neck","NY","SUV","2.5L Inline-4 Gas","AWD",27495
1304,"Hyundai","Kona",13965,2020,"Gas",2,0,"Automatic","Long Island City","NY","SUV","2.0L Inline-4 Gas","FWD",20630
1305,"Nissan","Rogue",105727,2016,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","2.5L Inline-4 Gas","AWD",16995
1306,"Maserati","Ghibli",44121,2015,"Gas",3,0,"Automatic","Brooklyn","NY","Sedan","3.0L V-6 Gas Turbocharged","AWD",23999
1307,"Honda","Ridgeline",162259,2008,"Gas",3,0,"Automatic","Garfield","NJ","Pickup Truck","3.5L V-6 Gas","4WD",9999
1308,"Honda","Accord",21444,2018,"Gas",1,0,"Automatic","Langhorne","PA","Sedan","2.0L Inline-4 Gas Turbocharged","FWD",27998
1309,"Chevrolet","Malibu",89516,2009,"Gas",4,1,"Automatic","Hillside","NJ","Sedan","2.4L Inline-4 Gas","FWD",3900
1310,"Nissan","Rogue",122110,2013,"Gas",2,0,"Automatic","Brooklyn","NY","SUV","2.5L Inline-4 Gas","AWD",8490
1311,"Hyundai","Sonata",65334,2018,"Gas",2,0,"Automatic","Bronx","NY","Sedan","2.4L Inline-4 Gas","FWD",16864
1312,"Honda","Odyssey",29970,2019,"Gas",1,0,"Automatic","Brooklyn","NY","Minivan","3.5L V-6 Gas","FWD",34567
1313,"Ram","1500",186079,2018,"Gas",1,0,"Automatic","Atlantic Highlands","NJ","Pickup Truck","5.7L V-8 Gas","4WD",21900
1314,"Kia","Optima",69078,2015,"Gas",2,3,"Automatic","Jamaica","NY","Sedan","2.4L Inline-4 Gas","FWD",12777
1315,"Ford","Super Duty F-250",89430,2014,"Gas",3,1,"Automatic","Jersey City","NJ","Pickup Truck","6.2L V-8 Gas","4WD",36995
1316,"Volkswagen","Atlas",23505,2019,"Gas",1,0,"Automatic","Brooklyn","NY","SUV","3.6L V-6 Gas","AWD",28995
1317,"Ford","F-150",59179,2016,"Gas",1,0,"Automatic","Langhorne","PA","Pickup Truck","3.5L V-6 Gas","RWD",28998
1318,"Audi","Q5",34648,2018,"Gas",1,0,"Automatic","Elmont","NY","SUV","2.0L Inline-4 Gas Turbocharged","AWD",30995
1319,"Cadillac","Escalade",14677,2019,"Gas",1,1,"Automatic","Englewood Cliffs","NJ","SUV","6.2L V-8 Gas","4WD",64900
